CVEGEO,NOM_ENT,NOMGEO,pobTptal_2020
"30152",Veracruz de Ignacio de la Llave,Tampico Alto,11561
"30153",Veracruz de Ignacio de la Llave,Tancoco,5795
"30154",Veracruz de Ignacio de la Llave,Tantima,11991
"30155",Veracruz de Ignacio de la Llave,Tantoyuca,99959
"30156",Veracruz de Ignacio de la Llave,Tatatila,6041
"30157",Veracruz de Ignacio de la Llave,Castillo de Teayo,20145
"30158",Veracruz de Ignacio de la Llave,Tecolutla,24551
"30159",Veracruz de Ignacio de la Llave,Tehuipango,29686
"30160",Veracruz de Ignacio de la Llave,Álamo Temapache,107270
"30177",Veracruz de Ignacio de la Llave,Tlacolulan,11685
"30178",Veracruz de Ignacio de la Llave,Tlacotalpan,12898
"30179",Veracruz de Ignacio de la Llave,Tlacotepec de Mejía,4284
"30180",Veracruz de Ignacio de la Llave,Tlachichilco,10900
"30181",Veracruz de Ignacio de la Llave,Tlalixcoyan,37795
"30182",Veracruz de Ignacio de la Llave,Tlalnelhuayocan,19664
"30183",Veracruz de Ignacio de la Llave,Tlapacoyan,61377
"30184",Veracruz de Ignacio de la Llave,Tlaquilpa,7933
"30196",Veracruz de Ignacio de la Llave,Yanga,17902
"30197",Veracruz de Ignacio de la Llave,Yecuatla,11205
"30198",Veracruz de Ignacio de la Llave,Zacualpan,6788
"30199",Veracruz de Ignacio de la Llave,Zaragoza,11899
"30200",Veracruz de Ignacio de la Llave,Zentla,12581
"30201",Veracruz de Ignacio de la Llave,Zongolica,45028
"30202",Veracruz de Ignacio de la Llave,Zontecomatlán de López y Fuentes,14644
"30203",Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,14524
"30204",Veracruz de Ignacio de la Llave,Agua Dulce,44104
"30205",Veracruz de Ignacio de la Llave,El Higo,19402
"30185",Veracruz de Ignacio de la Llave,Tlilapan,5548
"30186",Veracruz de Ignacio de la Llave,Tomatlán,7197
"30187",Veracruz de Ignacio de la Llave,Tonayán,6105
"30188",Veracruz de Ignacio de la Llave,Totutla,17217
"30189",Veracruz de Ignacio de la Llave,Tuxpan,154600
"30190",Veracruz de Ignacio de la Llave,Tuxtilla,2258
"30191",Veracruz de Ignacio de la Llave,Ursulo Galván,30097
"30192",Veracruz de Ignacio de la Llave,Vega de Alatorre,20204
"30193",Veracruz de Ignacio de la Llave,Veracruz,607209
"30194",Veracruz de Ignacio de la Llave,Villa Aldama,12492
"30195",Veracruz de Ignacio de la Llave,Xoxocotla,5900
"30206",Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,29209
"30207",Veracruz de Ignacio de la Llave,Tres Valles,44978
"30208",Veracruz de Ignacio de la Llave,Carlos A. Carrillo,23376
"30209",Veracruz de Ignacio de la Llave,Tatahuicapan de Juárez,15044
"30210",Veracruz de Ignacio de la Llave,Uxpanapa,30891
"30211",Veracruz de Ignacio de la Llave,San Rafael,30351
"30212",Veracruz de Ignacio de la Llave,Santiago Sochiapan,13062
"31001",Yucatán,Abalá,6550
"31002",Yucatán,Acanceh,16772
"31003",Yucatán,Akil,12285
"31004",Yucatán,Baca,6195
"31005",Yucatán,Bokobá,2167
"31006",Yucatán,Buctzotz,9159
"31016",Yucatán,Chacsinkín,3104
"31017",Yucatán,Chankom,4686
"31018",Yucatán,Chapab,3385
"31019",Yucatán,Chemax,38934
"31007",Yucatán,Cacalchén,7490
"31008",Yucatán,Calotmul,3949
"31009",Yucatán,Cansahcab,4466
"31010",Yucatán,Cantamayec,2755
"31011",Yucatán,Celestún,8389
"31012",Yucatán,Cenotillo,3736
"31013",Yucatán,Conkal,16671
"31014",Yucatán,Cuncunul,1714
"31015",Yucatán,Cuzamá,5560
"31020",Yucatán,Chicxulub Pueblo,4497
"31021",Yucatán,Chichimilá,9406
"31022",Yucatán,Chikindzonot,4363
"31023",Yucatán,Chocholá,4863
"31024",Yucatán,Chumayel,3244
"31049",Yucatán,Mayapán,3965
"31050",Yucatán,Mérida,995129
"31025",Yucatán,Dzán,6003
"31026",Yucatán,Dzemul,3622
"31027",Yucatán,Dzidzantún,8345
"31028",Yucatán,Dzilam de Bravo,2936
"31029",Yucatán,Dzilam González,6240
"31030",Yucatán,Dzitás,4015
"31031",Yucatán,Dzoncauich,2818
"31032",Yucatán,Espita,16779
"31033",Yucatán,Halachó,21255
"31034",Yucatán,Hocabá,6514
"31035",Yucatán,Hoctún,6384
"31036",Yucatán,Homún,8090
"31037",Yucatán,Huhí,5250
"31038",Yucatán,Hunucmá,35137
"31039",Yucatán,Ixil,4186
"31040",Yucatán,Izamal,28555
"31041",Yucatán,Kanasín,141939
"31042",Yucatán,Kantunil,5553
"31055",Yucatán,Opichén,7080
"31056",Yucatán,Oxkutzcab,33854
"31057",Yucatán,Panabá,7766
"31058",Yucatán,Peto,25954
"31043",Yucatán,Kaua,3405
"31059",Yucatán,Progreso,66008
"31044",Yucatán,Kinchil,7530
"31045",Yucatán,Kopomá,2677
"31046",Yucatán,Mama,3296
"31047",Yucatán,Maní,5968
"31048",Yucatán,Maxcanú,23991
"31051",Yucatán,Mocochá,3430
"31052",Yucatán,Motul,37804
"31053",Yucatán,Muna,13494
"31054",Yucatán,Muxupip,2990
"31060",Yucatán,Quintana Roo,976
"31061",Yucatán,Río Lagartos,3974
"31062",Yucatán,Sacalum,4962
"31064",Yucatán,Sanahcat,1701
"31065",Yucatán,San Felipe,2118
"31063",Yucatán,Samahil,5631
"31066",Yucatán,Santa Elena,4220
"31067",Yucatán,Seyé,10053
"31100",Yucatán,Ucú,4049
"31101",Yucatán,Umán,69147
"31102",Yucatán,Valladolid,85460
"31103",Yucatán,Xocchel,3451
"31104",Yucatán,Yaxcabá,16350
"31068",Yucatán,Sinanché,3206
"31069",Yucatán,Sotuta,8967
"31070",Yucatán,Sucilá,3971
"31071",Yucatán,Sudzal,1949
"31072",Yucatán,Suma,1857
"31073",Yucatán,Tahdziú,5854
"31074",Yucatán,Tahmek,3774
"31075",Yucatán,Teabo,6921
"31076",Yucatán,Tecoh,17939
"31077",Yucatán,Tekal de Venegas,2683
"31078",Yucatán,Tekantó,3747
"31079",Yucatán,Tekax,45062
"31080",Yucatán,Tekit,11020
"31081",Yucatán,Tekom,3355
"31082",Yucatán,Telchac Pueblo,3512
"31083",Yucatán,Telchac Puerto,1915
"31084",Yucatán,Temax,7037
"31085",Yucatán,Temozón,16680
"31086",Yucatán,Tepakán,2133
"31087",Yucatán,Tetiz,5464
"31088",Yucatán,Teya,1917
"31089",Yucatán,Ticul,40495
"31090",Yucatán,Timucuy,7503
"31091",Yucatán,Tinum,12700
"31092",Yucatán,Tixcacalcupul,7888
"31093",Yucatán,Tixkokob,18420
"31094",Yucatán,Tixmehuac,5444
"31095",Yucatán,Tixpéhual,5690
"31096",Yucatán,Tizimín,80672
"31097",Yucatán,Tunkás,3684
"31098",Yucatán,Tzucacab,15346
"31099",Yucatán,Uayma,4191
"31105",Yucatán,Yaxkukul,3293
"31106",Yucatán,Yobaín,2215
"32001",Zacatecas,Apozol,6260
"32002",Zacatecas,Apulco,4942
"32003",Zacatecas,Atolinga,2277
"32004",Zacatecas,Benito Juárez,4493
"32005",Zacatecas,Calera,45759
"32006",Zacatecas,Cañitas de Felipe Pescador,8255
"32007",Zacatecas,Concepción del Oro,12115
"32008",Zacatecas,Cuauhtémoc,13466
"32009",Zacatecas,Chalchihuites,10086
"32010",Zacatecas,Fresnillo,240532
"32011",Zacatecas,Trinidad García de la Cadena,3362
"32012",Zacatecas,Genaro Codina,8168
"32015",Zacatecas,El Plateado de Joaquín Amaro,1579
"32016",Zacatecas,General Pánfilo Natera,23526
"32017",Zacatecas,Guadalupe,211740
"32018",Zacatecas,Huanusco,4547
"32019",Zacatecas,Jalpa,25296
"32020",Zacatecas,Jerez,59910
"32021",Zacatecas,Jiménez del Teul,4465
"32022",Zacatecas,Juan Aldama,19749
"32023",Zacatecas,Juchipila,12251
"32024",Zacatecas,Loreto,53709
"32025",Zacatecas,Luis Moya,13184
"32026",Zacatecas,Mazapil,17774
"32027",Zacatecas,Melchor Ocampo,2736
"32028",Zacatecas,Mezquital del Oro,2451
"32029",Zacatecas,Miguel Auza,23713
"32030",Zacatecas,Momax,2446
"32031",Zacatecas,Monte Escobedo,8683
"32032",Zacatecas,Morelos,13207
"32033",Zacatecas,Moyahua de Estrada,4530
"32034",Zacatecas,Nochistlán de Mejía,27945
"32035",Zacatecas,Noria de Ángeles,16284
"32036",Zacatecas,Ojocaliente,44144
"32037",Zacatecas,Pánuco,17577
"32038",Zacatecas,Pinos,72241
"32039",Zacatecas,Río Grande,64535
"32040",Zacatecas,Sain Alto,21844
"32057",Zacatecas,Trancoso,20455
"32013",Zacatecas,General Enrique Estrada,6644
"32014",Zacatecas,General Francisco R. Murguía,20191
"32041",Zacatecas,El Salvador,2509
"32042",Zacatecas,Sombrerete,63665
"32043",Zacatecas,Susticacán,1365
"32044",Zacatecas,Tabasco,16588
"32045",Zacatecas,Tepechitlán,8321
"32046",Zacatecas,Tepetongo,6490
"32047",Zacatecas,Teúl de González Ortega,5356
"32048",Zacatecas,Tlaltenango de Sánchez Román,27302
"32049",Zacatecas,Valparaíso,32461
"32050",Zacatecas,Vetagrande,10276
"32051",Zacatecas,Villa de Cos,34623
"32052",Zacatecas,Villa García,19525
"32053",Zacatecas,Villa González Ortega,13208
"32054",Zacatecas,Villa Hidalgo,19446
"32055",Zacatecas,Villanueva,31558
"32056",Zacatecas,Zacatecas,149607
"32058",Zacatecas,Santa María de la Paz,2767
